About.Title,ABOUT,TENTANG,关于,關於,アバウト,소개,Informazioni,ACERCA DE,À PROPOS,ÜBER,GIỚI THIỆU,SOBRE,TUNGKOL SA,حول,பற்றி,О,เกี่ยวกับปริศนา SUPER BOLTS,OVER,के बारे में,HAKKINDA
About.GameTitle,SUPER BOLTS PUZZLE,SUPER BOLTS PUZZLE,螺丝拼拼乐,螺絲拼拼樂,スーパー・ボルツ・パズル,버슈퍼 볼츠 퍼즐전,SUPER BOLTZ PUZZLE,SUPER BOLTS PUZZLE,SUPER BOLTS PUZZLE,SUPER BOLTZ PUZZLE,SUPER BOLTZ PUZZLE,SUPER BOLTZ PUZZLE,SUPER BOLTZ PUZZLE,لغز سوبر بولتس,சூப்பர் போல்ட்ஸ் பஜில்,SUPER BOLTS PUZZLE,เวอร์ชัน,SUPER BLIKSEM PUZZEL,सुपर बोल्ट पज़ल,SUPER BOLTS PUZZLE
About.Version,Version,Versi,版本,版本,バージョン,버전,Versione,Versión,Version,Version,Phiên bản,Versão,Bersyon,الإصدار,பதிப்பு,Версия,ข้อกำหนดในการให้บริการ,Versie,संस्करण,Sürüm
About.Terms,Terms of Service,Syarat dan Ketentuan,服务条款,服務條款,利用規約,이용 약관,Termini di Servizio,Condiciones del servicio,Conditions d'utilisation,Nutzungsbedingungen,Điều Khoản Dịch Vụ,Termos de Serviço,Mga Tuntunin ng Serbisyo,شروط الخدمة,சேவை விதிமுறைகள்,Условия обслуживания,นโยบายความเป็นส่วนตัว,Servicevoorwaarden,सेवा की शर्तें,Hizmet Şartları
About.Privacy,Privacy Policy,Kebijakan Privasi,隐私政策,隱私政策,プライバシーポリシー,개인정보 처리방침,Informativa sulla Privacy,Política de privacidad,Politique de confidentialité,Datenschutzerklärung,Chính Sách Bảo Mật,Política de Privacidade,Patakaran sa Pagkapribado,سياسة الخصوصية,தனியுரிமை கொள்கை,Политика конфиденциальности,นโยบายความเป็นส่วนตัว,Privacybeleid,गोपनीयता नीति,Gizlilik Politikası
,,,,,,,,,,,,,,,,,,,,
DeleteData.ConfirmTitle,Do you want to delete your data from this device and our servers?,Apakah Anda ingin menghapus data Anda dari perangkat ini dan server kami?,你想要从设备以及我们的服务器删除你的数据吗？,你想要從設備以及我們的伺服器刪除你的資料嗎？,この端末および当社サーバーからデータを削除しますか？,이 기기와 당사 서버에서 귀하의 데이터를 삭제하시겠습니까?,Vuoi eliminare i tuoi dati da questo dispositivo e dai nostri server?,¿Desea eliminar sus datos de este dispositivo y de nuestros servidores?,Voulez-vous supprimer vos données de cet appareil et de nos serveurs ?,Möchten Sie Ihre Daten von diesem Gerät und unseren Servern löschen?,Bạn có muốn xóa dữ liệu của mình khỏi thiết bị này và máy chủ của chúng tôi không?,Deseja eliminar os seus dados deste dispositivo e dos nossos servidores?,"Gusto mo bang burahin ang iyong 
datamula sa device na ito at sa 
aming mgaserver?",هل تريد حذف بياناتك من هذا الجهاز وخوادمنا؟,"இந்த சாதனத்திலும் எங்கள் 
சேவையகங்களிலும் உள்ள 
உங்கள் தரவுகளை நீக்க 
விரும்புகிறீர்களா?",Вы хотите удалить ваши данные с этого устройства и наших серверов?,คุณต้องการลบข้อมูลของคุณออกจากอุปกรณ์นี้และเซิร์ฟเวอร์ของเราหรือไม่,Wil je je gegevens van dit apparaat en onze servers verwijderen?,क्या आप इस उपकरण और हमारे सर्वर से अपना डेटा हटाना चाहते हैं?,Bu cihazdan ve sunucularımızdan verilerinizi silmek ister misiniz?
DeleteData.Description,Your game data will be permanently removed from both this device and our servers. All progress will be lost and cannot be recovered.,Data game Anda akan dihapus secara permanen dari perangkat ini dan server kami. Semua progres akan hilang dan tidak dapat dipulihkan.,"您的游戏数据将从此设备和我们的服务器中永久删除。
所有进度都将丢失，且无法恢复。","您的遊戲數據將從此裝置和我們的伺服器中永久刪除。
所有進度都將遺失，且無法恢復。",この操作を行うと、ゲームデータは本端末および当社サーバーから完全に削除されます。進行状況はすべて失われ、復元できません。,귀하의 게임 데이터는 이 기기와 당사 서버 모두에서 영구적으로 삭제됩니다. 모든 진행 상황이 손실되며 복구할 수 없습니다.,I dati di gioco verranno rimossi in modo permanente sia da questo dispositivo che dai nostri server. Tutti i progressi andranno persi e non potranno essere recuperati.,Sus datos de juego se eliminarán permanentemente tanto de este dispositivo como de nuestros servidores. Se perderá todo el progreso y no se podrá recuperar.,Vos données de jeu seront définitivement supprimées de cet appareil et de nos serveurs. Toute progression sera perdue et ne pourra pas être récupérée.,Ihre Spieldaten werden dauerhaft sowohl von diesem Gerät als auch von unseren Servern entfernt. Alle Fortschritte gehen verloren und können nicht wiederhergestellt werden.,Dữ liệu trò chơi của bạn sẽ bị xóa vĩnh viễn khỏi thiết bị này và máy chủ của chúng tôi. Toàn bộ tiến trình sẽ bị mất và không thể khôi phục.,Os seus dados do jogo serão removidos permanentemente deste dispositivo e dos nossos servidores. Todo o progresso será perdido e não poderá ser recuperado.,"Ang iyong data ng laro ay 
permanentengtatanggalin mula sa parehong 
device na itoat sa aming mga server. 
Lahat ng pag-unladay mawawala 
at hindi na mababawi.",سيتم حذف بيانات اللعبة نهائيًا من هذا الجهاز وخوادمنا. سيتم فقدان كل التقدم المحرز ولن يمكن استعادته.,"உங்கள் விளையாட்டு தரவு 
இந்த சாதனத்திலும் எங்கள் 
சேவையகங்களிலும் 
நிரந்தரமாக நீக்கப்படும். 
அனைத்து முன்னேற்றமும் 
இழக்கப்படும் மற்றும் 
மீட்க முடியாது.",Ваши игровые данные будут навсегда удалены с этого устройства и наших серверов. Весь прогресс будет утерян и не может быть восстановлен.,ข้อมูลเกมของคุณจะถูกลบออกจากอุปกรณ์นี้และเซิร์ฟเวอร์ของเราอย่างถาวร ความก้าวหน้าทั้งหมดจะสูญเสียไปและไม่สามารถกู้คืนได้,Je spelgegevens worden permanent verwijderd van dit apparaat en onze servers. Alle voortgang gaat verloren en kan niet worden hersteld.,आपका गेम डेटा इस डिवाइस और हमारे सर्वर दोनों से स्थायी रूप से हटा दिया जाएगा। सारी प्रगति खो जाएगी और इसे पुनः प्राप्त नहीं किया जा सकता है।,Oyun verileriniz bu cihazdan ve sunucularımızdan kalıcı olarak silinecektir. Tüm ilerleme kaybolacak ve kurtarılamaz.
DeleteData.Cancel,CANCEL,BATAL,取消,取消,中止,취소,Annulla,CANCELAR,ANNULER,ABBRECHEN,HỦY,CANCELAR,Kanselahin,إلغاء,ரத்து,ОТМЕНИТЬ,ยกเลิก,ANNULEREN,रद्द करें,İPTAL
DeleteData.Yes,YES,YA,是的,是的,はい,예,Sì,SÍ,OUI,JA,ĐỒNG Ý,SIM,OO,نعم,ஆம்,ДА,ใช่,JA,हाँ।,EVET
,,,,,,,,,,,,,,,,,,,,
Feedback.Title,FEEDBACK,UMPAN BALIK,反馈,反饋,フィードバック,피드백,FEEDBACK,COMENTARIOS,RETROACTIONS,FEEDBACK,PHẢN HỒI,FEEDBACK,Puna,ملاحظات,கருத்து,ОТЗЫВЫ,ข้อเสนอแนะ,FEEDBACK,फीडबैक,GERİ BİLDİRİM
Feedback.Description,Please choose or describe your issues.,Silakan pilih atau deskripsikan masalah Anda.,请选择或描述你的情况。,請選擇或描述你的情況。,問題を選択するか、内容を入力してください。,문제를 선택하거나 설명해 주세요.,Seleziona o descrivi i tuoi problemi.,Elija o describa sus problemas.,Veuillez choisir ou décrire vos problèmes.,Bitte wählen Sie aus oder beschreiben Sie Ihr Anliegen.,Vui lòng chọn hoặc mô tả vấn đề của bạn.,Escolha ou descreva os seus problemas.,"Mangyaring pumili o ilarawan ang 
iyongmga isyu.",يرجى اختيار أو وصف مشكلتك.,"தயவுசெய்து உங்கள் 
பிரச்சனைகளைத் 
தேர்ந்தெடுக்கவும் 
அல்லது விவரிக்கவும்.","Пожалуйста, выберите или опишите ваши проблемы.",โปรดเลือกหรืออธิบายปัญหาของคุณ,Kies of beschrijf je probleem.,कृपया अपने मुद्दों को चुनें या उनका वर्णन करें।,Lütfen sorunlarınızı seçin veya açıklayın.
Feedback.Option.Ads,Too many ads,Terlalu banyak iklan,广告太多,廣告太多,広告が多すぎる,광고가 너무 많음,Troppe pubblicità,Demasiados anuncios,Trop de publicités,Zu viele Werbeanzeigen,Quảng cáo quá nhiều,Demasiados anúncios,Masyadong maraming patalastas,إعلانات كثيرة جدًا,அதிக விளம்பரங்கள்,Слишком много рекламы,โฆษณาเยอะเกินไป,Te veel ads,बहुत सारे विज्ञापन,Çok fazla reklam
Feedback.Option.Bugs,Crash / Freeze / Bugs,Crash / Macet / Bugs,崩溃/卡住/漏洞,崩潰/卡住/漏洞,クラッシュ／フリーズ／バグ,충돌 / 멈춤 / 버그,Crash / Blocchi / Bug,Bloqueos / Congelaciones / Errores,Pl,Absturz / Einfrieren / Fehler,Văng game / Đơ / Lỗi,Falhas / Congelamentos / Erros,Pag-crash / Pag-freeze / Mga Bug,تعطل / تجميد / أخطاء,செயலிழப்பு / உறைவு / பிழைகள்,Сбой / Замерзание / Ошибки,แครช / ค้าง / บั๊ก,Crash / Vastloper / Bugs,क्रैश/फ्रीज/बग्स,Çökme / Donma / Hatalar
Feedback.Option.Difficulty,Difficult to play,Sulit dimainkan,难玩,難玩,プレイが難しい,플레이하기 어려움,Difficile da giocare,Difícil de jugar,Difficile à jouer,Schwierig zu spielen,Khó chơi,Difícil de jogar,Mahirap laruin,صعوبة في اللعب,விளையாட கடினம்,Сложно играть,เล่นยาก,Moeilijk te spelen,खेलना मुश्किल,Oynaması zor
Feedback.Option.Other,Others,Lainnya,其他的,其他的,その他,기타,Altro,Otros,Autres,Sonstiges,Khác,Outros,Iba pa,أخرى,மற்றவை ,Другие,อื่นๆ,Anderen,अन्य,Diğer
Feedback.Submit,SUBMIT,KIRIM,提交,提交,送信,제출,INVIA,ENVIAR,SOUMETTRE,ABSENDEN,GỬI,ENVIAR,ISUMITE,إرسال,சமர்ப்பிக்கவும்,ОТПРАВИТЬ,ส่ง,Verzenden,विषय-वस्तु,GÖNDER
Feedback.DescribeIssue,Describe the issue or suggestion:,Jelaskan masalah atau saran,描述问题或建议,描述問題或建議,問題点または提案を説明してください：,문제점 또는 제안 사항을 설명해 주세요:,Descrivi il problema o il suggerimento:,Describa el problema o la sugerencia:,Décrivez le problème ou la suggestion,Beschreiben Sie das Problem oder Ihren Vorschlag:,Mô tả vấn đề hoặc gợi ý:,Descreva o problema ou sugestão:,Ilarawan ang issue o suggestion:,صف المشكلة أو الاقتراح:,பிரச்சனை அல்லது பரிந்துரையை விவரிக்கவும்:,Опишите проблему или предложение,อธิบายปัญหาหรือข้อเสนอแนะ:,Beschrijf het probleem of de suggestie:,समस्या या सुझाव का वर्णन करें:,Sorunu veya öneriyi açıklayın
Feedback.EnterEmail,Enter your email,Masukkan email Anda,输入您的电子邮件,輸入您的電子郵件,メールアドレスを入力してください,이메일 주소를 입력해 주세요,Inserisci la tua email,Introduzca su correo electrónico,Entrez votre e-mail,Geben Sie Ihre E-Mail-Adresse ein,Nhập email của bạn,Insira o seu e-mail,Ilagay ang iyong email,أدخل بريدك الإلكتروني,உங்கள் மின்னஞ்சலை உள்ளிடவும்,Введите ваш email,กรอกอีเมลของคุณ,Voer uw e-mailadres in,अपना ईमेल दर्ज करें,E-posta adresinizi girin
,,,,,,,,,,,,,,,,,,,,
SignIn.Title,SIGN IN,MASUK,登录,登入,サインイン,로그인,ACCEDI,INICIAR SESIÓN,SE CONNECTER,ANMELDEN,ĐĂNG NHẬP,INICIAR SESSÃO,Mag-sign in,تسجيل الدخول,உள்நுழை,ВХОД,ลงชื่อเข้าใช้,AANMELDEN,साइन इन करें,GİRİŞ YAP
SignIn.Description,Save your progress in the Cloud for free!,Simpan progres Anda di Cloud secara gratis!,免费在云端保存你的进度！,免費在雲端儲存你的進度,クラウドにセーブして無料で進行状況を保存しよう！,클라우드에 무료로 진행 상황을 저장하세요!,Salva i tuoi progressi nel Cloud gratuitamente!,¡Guarda tu progreso en la nube de forma gratuita!,Sauvegardez votre progression gratuitement dans le Cloud !,Speichern Sie Ihren Fortschritt kostenlos in der Cloud!,Lưu tiến trình của bạn lên Đám Mây miễn phí!,Guarde o seu progresso na nuvem gratuitamente!,I-save ang iyong pag-unlad sa Cloud nang libre!,احفظ تقدمك في السحابة مجانًا!,"இலவசமாக கிளவுடில் உங்கள் 
முன்னேற்றத்தைச் சேமிக்கவும்!",Сохраните ваш прогресс в облаке бесплатно!,บันทึกความคืบหน้าของคุณในระบบคลาวด์ได้ฟรี!,Sla je voortgang gratis op in de cloud!,क्लाउड में अपनी प्रगति को मुफ्त में सहेजें!,İlerlemenizi bulutta ücretsiz kaydedin!
SignIn.Google,Sign in with Google,Masuk dengan Google,使用 Google 登录,使用 Google 登入,Googleでサインイン,Google로 로그인,Accedi con Google,Iniciar sesión con Google,Se connecter avec Google,Mit Google anmelden,Đăng nhập bằng Google,Iniciar sessão com o Google,Mag-sign in gamit ang Google,تسجيل الدخول باستخدام Google,Google மூலம் உள்நுழைக,Войти через Google,ลงชื่อเข้าใช้ด้วย Google,Aanmelden met Google,गूगल के साथ साइन इन करें,Google ile giriş yap
SignIn.Facebook,Sign in with Facebook,Masuk dengan Facebook,使用 Facebook 登录,使用 Facebook 登入,Facebookでログイン,Facebook으로 로그인,Accedi con Facebook,Iniciar sesión con Facebook,Se connecter avec Facebook,Mit Facebook anmelden,Đăng nhập bằng Facebook,Iniciar sessão com o Facebook,Mag-sign in gamit ang Facebook,تسجيل الدخول باستخدام Facebook,Facebook மூலம் உள்நுழையவும்,Войти через Facebook,เข้าสู่ระบบด้วย Facebook,Aanmelden met Facebook,फेसबुक में साइन इन करें,Facebook ile giriş yap
,,,,,,,,,,,,,,,,,,,,
SignOut.Title,SIGN OUT,KELUAR,退出登录,登出,サインアウト,로그아웃,SIGN OUT,SALIR,SE DÉCONNECTER,ABMELDEN,ĐĂNG XUẤT,TERMINAR SESSÃO,Mag-sign out,تسجيل الخروج,உள்நுழையவும்,ВЫХОД,ออกจากระบบ,AFMELDEN,साइन आउट करें,ÇIKIŞ YAP
SignOut.Description,Do you want to sign out? You’ll start again from Level 1.,Apakah Anda ingin keluar? Anda akan memulai lagi dari Level 1.,你确定要退出登录吗？你将从第1级开始。,你確定要登出嗎？你將從第1級開始。,サインアウトしますか？ レベル1からやり直すことになります,로그아웃하시겠습니까? 1레벨부터 다시 시작됩니다.,Vuoi uscire? Ricomincerai dal Livello 1.,¿Quieres salir? Volverás a empezar desde el nivel 1.,Voulez-vous vous déconnecter ? Vous recommencerez au niveau 1.,Möchten Sie sich abmelden? Sie beginnen dann wieder bei Level 1.,"Bạn có muốn đăng xuất không? Khi đăng xuất, bạn sẽ bắt đầu lại từ Cấp 1.",Quer terminar a sessão? Vai começar novamente do nível 1.,Gusto mo bang mag-sign out? Magsisimula ka ulit sa Level 1.,هل تريد تسجيل الخروج؟ ستبدأ من جديد من المستوى 1.,நீங்கள் கையெழுத்திட விரும்புகிறீர்களா? நீங்கள் மீண்டும் நிலை 1 இலிருந்து தொடங்குவீர்கள்.,Вы хотите выйти? Вы начнете с уровня 1.,คุณต้องการออกจากระบบหรือไม่ คุณจะต้องเริ่มต้นใหม่จากเลเวล 1,Wil je je afmelden? Je begint opnieuw vanaf niveau 1.,क्या आप हस्ताक्षर करना चाहते हैं? आप स्तर 1 से फिर से शुरू करेंगे।,Çıkmak istiyor musunuz? Seviye 1'den başlayacaksınız.
SignOut.No,LATER,NANTI,稍后,稍後,あとで,나중에,PIÙ TARDI,MÁS TARDE,PLUS TARD,SPÄTER,ĐỂ SAU,MAIS TARDE,Mamaya,لاحقًا,பின்னர்,ПОЗЖЕ,ภายหลัง,LATER,बाद में,SONRA
SignOut.Yes,STILL SIGN OUT,TETAP KELUAR,仍然退出登录,仍然登出,まだサインアウト,여전히 로그아웃,ANCORA ESCIRE,SALIR DE TODAS FORMAS,TOUJOURS SE DÉCONNECTER,TROTZDEM ABMELDEN,VẪN ĐĂNG XUẤT,"AINDA ASSIM, TERMINAR SESSÃO",Mag-sign out pa rin,تسجيل الخروج,இன்னும் கையெழுத்திடு,ВЫЙТИ,ยังคงออกจากระบบ,TOCH AFMELDEN,अभी भी साइन आउट करें,ÇIKIŞ YAP
Settings.AboutDescription,© 2025 Bumi Studio all rights reserved,© 2025 Bumi Studio semua hak dilindungi.,© 2025 Bumi Studio 保留所有權利。,© 2025 Bumi Studio 保留所有權利。,© 2025 「Bumi Studio」全著作権所有,© 2025 Bumi Studio — 모든 권리 보유.,© 2025 Bumi Studio – tutti i diritti riservati,© 2025 Bumi Studio — Todos los derechos reservados.,© 2025 Bumi Studio tous droits réservés.,© 2025 Bumi Studio — Alle Rechte vorbehalten.,© 2025 Bumi Studio. Tất cả quyền được bảo lưu.,© 2025 Bumi Studio — Todos os direitos reservados.,© 2025 Bumi Studio — Lahat ng karapatan ay nakalaan.,© 2025 استوديو بومي، جميع الحقوق محفوظة.,© 2025 Bumi Studio — அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை.,© 2025 Bumi Studio все права защищены.,© 2025 Bumi Studio — สงวนลิขสิทธิ์ทั้งหมด,© 2025 Bumi Studio alle rechten voorbehouden,© 2025 Bumi Studio — सभी अधिकार सुरक्षित।,© 2025 Bumi Studio tüm hakları saklıdır.
